id,ekatte,name_bg,name_en,type_prefix,obl_code,state_id/id,mun_code,mun_name,nuts3,postcode,lat,lng
bg_settlement_68535,68535,Средорек,Sredorek,с.,KNL,tk_loan_management_bg.state_bg_KNL,KNL50,Трекляно,BG415,2555,42.559925,22.551357
bg_settlement_04220,04220,Бистрица,Bistritsa,с.,KNL,tk_loan_management_bg.state_bg_KNL,KNL48,Дупница,BG415,2644,42.239743,23.163641
bg_settlement_39640,39640,Кременик,Kremenik,с.,KNL,tk_loan_management_bg.state_bg_KNL,KNL48,Дупница,BG415,2653,42.364163,23.069082
bg_settlement_31317,31317,Зойчене,Zoychene,с.,BLG,tk_loan_management_bg.state_bg_BLG,BLG33,Петрич,BG413,2882,41.456624,23.017556
bg_settlement_23697,23697,Дреново,Drenovo,с.,BLG,tk_loan_management_bg.state_bg_BLG,BLG33,Петрич,BG413,2876,41.510334,23.154944
bg_settlement_30764,30764,Зелено дърво,Zeleno darvo,с.,GAB,tk_loan_management_bg.state_bg_GAB,GAB05,Габрово,BG322,5304,42.796501,25.270028
bg_settlement_07096,07096,Бусинци,Busintsi,с.,PER,tk_loan_management_bg.state_bg_PER,PER51,Трън,BG414,2486,42.781615,22.625531
bg_settlement_16585,16585,Горни Маренци,Gorni Marentsi,с.,GAB,tk_loan_management_bg.state_bg_GAB,GAB35,Трявна,BG322,5360,42.836233,25.411642
bg_settlement_16609,16609,Горни Радковци,Gorni Radkovtsi,с.,GAB,tk_loan_management_bg.state_bg_GAB,GAB35,Трявна,BG322,5360,42.833243,25.422273
bg_settlement_22486,22486,Долни Радковци,Dolni Radkovtsi,с.,GAB,tk_loan_management_bg.state_bg_GAB,GAB35,Трявна,BG322,5360,42.831829,25.428992
bg_settlement_05918,05918,Бохова,Bohova,с.,PER,tk_loan_management_bg.state_bg_PER,PER51,Трън,BG414,2483,42.764267,22.497559
bg_settlement_04697,04697,Богойна,Bogoyna,с.,PER,tk_loan_management_bg.state_bg_PER,PER51,Трън,BG414,2467,42.870995,22.66101
bg_settlement_03873,03873,Берайнци,Berayntsi,с.,PER,tk_loan_management_bg.state_bg_PER,PER51,Трън,BG414,2488,42.808171,22.594537
bg_settlement_23488,23488,Драгуш,Dragush,с.,BLG,tk_loan_management_bg.state_bg_BLG,BLG33,Петрич,BG413,2875,41.51703,23.09259
bg_settlement_29413,29413,Житарник,Zhitarnik,с.,KRZ,tk_loan_management_bg.state_bg_KRZ,KRZ16,Кърджали,BG425,6636,41.563777,25.279006
bg_settlement_87312,87312,Яково,Yakovo,с.,BLG,tk_loan_management_bg.state_bg_BLG,BLG33,Петрич,BG413,2875,41.515017,23.140253
bg_settlement_81788,81788,Чурилово,Churilovo,с.,BLG,tk_loan_management_bg.state_bg_BLG,BLG33,Петрич,BG413,2885,41.460777,23.0021
bg_settlement_39267,39267,Краево,Kraevo,с.,SFO,tk_loan_management_bg.state_bg_SFO,SFO07,Ботевград,BG412,2149,42.982108,23.607336
bg_settlement_20626,20626,Делян,Delyan,с.,SFO,tk_loan_management_bg.state_bg_SFO,SFO06,Божурище,BG412,2225,42.761124,23.008411
bg_settlement_77400,77400,Храбърско,Hrabarsko,с.,SFO,tk_loan_management_bg.state_bg_SFO,SFO06,Божурище,BG412,2224,42.804578,23.05676
bg_settlement_63121,63121,Росоман,Rosoman,с.,SFO,tk_loan_management_bg.state_bg_SFO,SFO06,Божурище,BG412,2225,42.757575,23.077472
bg_settlement_12512,12512,Вълчан,Valchan,с.,SML,tk_loan_management_bg.state_bg_SML,SML31,Смолян,BG424,4775,41.482157,24.773659
bg_settlement_11572,11572,Влахово,Vlahovo,с.,SML,tk_loan_management_bg.state_bg_SML,SML31,Смолян,BG424,4724,41.574515,24.805788
bg_settlement_05801,05801,Бостина,Bostina,с.,SML,tk_loan_management_bg.state_bg_SML,SML31,Смолян,BG424,4745,41.609573,24.759154
bg_settlement_59358,59358,Паничище,Panichishte,с.,KNL,tk_loan_management_bg.state_bg_KNL,KNL41,Сапарева баня,BG415,2650,42.264534,23.298066
bg_settlement_53254,53254,Овчарци,Ovchartsi,с.,KNL,tk_loan_management_bg.state_bg_KNL,KNL41,Сапарева баня,BG415,2647,42.275444,23.224286
bg_settlement_05414,05414,Бориково,Borikovo,с.,SML,tk_loan_management_bg.state_bg_SML,SML31,Смолян,BG424,4762,41.493177,24.613081
bg_settlement_03321,03321,Белев дол,Belev dol,с.,SML,tk_loan_management_bg.state_bg_SML,SML31,Смолян,BG424,4738,41.613009,24.935962
bg_settlement_02988,02988,Букаците,Bukatsite,с.,SML,tk_loan_management_bg.state_bg_SML,SML31,Смолян,BG424,4782,41.470222,24.73496
bg_settlement_65379,65379,Сапарево,Saparevo,с.,KNL,tk_loan_management_bg.state_bg_KNL,KNL41,Сапарева баня,BG415,2645,42.301722,23.292847
bg_settlement_65365,65365,Сапарева баня,Sapareva banya,гр.,KNL,tk_loan_management_bg.state_bg_KNL,KNL41,Сапарева баня,BG415,2650,42.288584,23.262471
bg_settlement_21680,21680,Добротино,Dobrotino,с.,BLG,tk_loan_management_bg.state_bg_BLG,BLG11,Гоце Делчев,BG413,2919,41.585747,23.67166
bg_settlement_55539,55539,Пастра,Pastra,с.,KNL,tk_loan_management_bg.state_bg_KNL,KNL38,Рила,BG415,2631,42.127381,23.222867
bg_settlement_68093,68093,Сопотот,Sopotot,с.,SML,tk_loan_management_bg.state_bg_SML,SML27,Рудозем,BG424,4974,41.463376,24.85638
bg_settlement_62637,62637,Рибница,Ribnitsa,с.,SML,tk_loan_management_bg.state_bg_SML,SML27,Рудозем,BG424,4973,41.4622,24.87997
bg_settlement_22112,22112,Долна Козница,Dolna Koznitsa,с.,KNL,tk_loan_management_bg.state_bg_KNL,KNL31,Невестино,BG415,2595,42.265436,22.911463
bg_settlement_10817,10817,Ветрен,Vetren,с.,KNL,tk_loan_management_bg.state_bg_KNL,KNL31,Невестино,BG415,2579,42.049911,22.776858
bg_settlement_10050,10050,Ваксево,Vaksevo,с.,KNL,tk_loan_management_bg.state_bg_KNL,KNL31,Невестино,BG415,2590,42.161591,22.854421
bg_settlement_35119,35119,Кадровица,Kadrovitsa,с.,KNL,tk_loan_management_bg.state_bg_KNL,KNL31,Невестино,BG415,2593,42.202645,22.745254
bg_settlement_32696,32696,Илия,Ilia,с.,KNL,tk_loan_management_bg.state_bg_KNL,KNL31,Невестино,BG415,2581,42.072893,22.812043
bg_settlement_78584,78584,Църварица,Tsarvaritsa,с.,KNL,tk_loan_management_bg.state_bg_KNL,KNL31,Невестино,BG415,2580,42.073761,22.837894
bg_settlement_72494,72494,Тишаново,Tishanovo,с.,KNL,tk_loan_management_bg.state_bg_KNL,KNL31,Невестино,BG415,2591,42.100327,22.814365
bg_settlement_61501,61501,Радово,Radovo,с.,PER,tk_loan_management_bg.state_bg_PER,PER51,Трън,BG414,2488,42.799612,22.590399
bg_settlement_58551,58551,Проданча,Prodancha,с.,PER,tk_loan_management_bg.state_bg_PER,PER51,Трън,BG414,2471,42.872635,22.754055
bg_settlement_55814,55814,Пенкьовци,Penkyovtsi,с.,PER,tk_loan_management_bg.state_bg_PER,PER51,Трън,BG414,2499,42.620879,22.616605
bg_settlement_55453,55453,Парамун,Paramun,с.,PER,tk_loan_management_bg.state_bg_PER,PER51,Трън,BG414,2474,42.791846,22.745852
bg_settlement_51343,51343,Неделково,Nedelkovo,с.,PER,tk_loan_management_bg.state_bg_PER,PER51,Трън,BG414,2477,42.797539,22.786049
bg_settlement_57282,57282,Полковник Серафимово,Polkovnik Serafimovo,с.,SML,tk_loan_management_bg.state_bg_SML,SML31,Смолян,BG424,4794,41.529193,24.779604
bg_settlement_51130,51130,Насалевци,Nasalevtsi,с.,PER,tk_loan_management_bg.state_bg_PER,PER51,Трън,BG414,2478,42.823227,22.506144
bg_settlement_49196,49196,Мрамор,Mramor,с.,PER,tk_loan_management_bg.state_bg_PER,PER51,Трън,BG414,2487,42.751942,22.611515
bg_settlement_49182,49182,Мракетинци,Mraketintsi,с.,PER,tk_loan_management_bg.state_bg_PER,PER51,Трън,BG414,2477,42.81145,22.74377
bg_settlement_56962,56962,Подвис,Podvis,с.,SML,tk_loan_management_bg.state_bg_SML,SML31,Смолян,BG424,4733,41.568535,24.832826
bg_settlement_55991,55991,Петково,Petkovo,с.,SML,tk_loan_management_bg.state_bg_SML,SML31,Смолян,BG424,4740,41.623174,24.893893
bg_settlement_54359,54359,Остри пазлак,Ostri pazlak,с.,SML,tk_loan_management_bg.state_bg_SML,SML31,Смолян,BG424,4732,41.559317,24.833962
bg_settlement_48814,48814,Могилица,Mogilitsa,с.,SML,tk_loan_management_bg.state_bg_SML,SML31,Смолян,BG424,4761,41.495737,24.635193
bg_settlement_44433,44433,Лъка,Laka,с.,SML,tk_loan_management_bg.state_bg_SML,SML31,Смолян,BG424,4726,41.564795,24.823326
bg_settlement_43743,43743,Липец,Lipets,с.,SML,tk_loan_management_bg.state_bg_SML,SML31,Смолян,BG424,4784,41.482985,24.733055
bg_settlement_39181,39181,Кошница,Koshnitsa,с.,SML,tk_loan_management_bg.state_bg_SML,SML31,Смолян,BG424,4778,41.514908,24.678995
bg_settlement_36631,36631,Катраница,Katranitsa,с.,SML,tk_loan_management_bg.state_bg_SML,SML31,Смолян,BG424,4739,41.58385,24.902644
bg_settlement_32891,32891,Исьовци,Isyovtsi,с.,SML,tk_loan_management_bg.state_bg_SML,SML31,Смолян,BG424,4767,41.498763,24.6499
bg_settlement_24089,24089,Дунево,Dunevo,с.,SML,tk_loan_management_bg.state_bg_SML,SML31,Смолян,BG424,4723,41.57845,24.732616
bg_settlement_80678,80678,Черешовска река,Chereshovska reka,с.,SML,tk_loan_management_bg.state_bg_SML,SML31,Смолян,BG424,4773,41.516562,24.633979
bg_settlement_73777,73777,Търън,Taran,с.,SML,tk_loan_management_bg.state_bg_SML,SML31,Смолян,BG424,4730,41.556138,24.874242
bg_settlement_67653,67653,Смолян,Smolyan,гр.,SML,tk_loan_management_bg.state_bg_SML,SML31,Смолян,BG424,4700,41.583472,24.680767
bg_settlement_67547,67547,Смилян,Smilyan,с.,SML,tk_loan_management_bg.state_bg_SML,SML31,Смолян,BG424,4770,41.506215,24.726827
bg_settlement_62760,62760,Ровина,Rovina,с.,SML,tk_loan_management_bg.state_bg_SML,SML31,Смолян,BG424,4736,41.562296,24.846191
bg_settlement_62462,62462,Река,Reka,с.,SML,tk_loan_management_bg.state_bg_SML,SML31,Смолян,BG424,4734,41.590965,24.855665
bg_settlement_21347,21347,Добрева череша,Dobreva cheresha,с.,SML,tk_loan_management_bg.state_bg_SML,SML27,Рудозем,BG424,4917,41.511399,24.824161
bg_settlement_17676,17676,Грамаде,Gramade,с.,SML,tk_loan_management_bg.state_bg_SML,SML27,Рудозем,BG424,4968,41.450561,24.838364
bg_settlement_11870,11870,Войкова лъка,Voykova laka,с.,SML,tk_loan_management_bg.state_bg_SML,SML27,Рудозем,BG424,4967,41.477219,24.833271
bg_settlement_11301,11301,Витина,Vitina,с.,SML,tk_loan_management_bg.state_bg_SML,SML27,Рудозем,BG424,4975,41.430784,24.766815
bg_settlement_07689,07689,Бяла река,Byala reka,с.,SML,tk_loan_management_bg.state_bg_SML,SML27,Рудозем,BG424,4966,41.492469,24.816677
bg_settlement_07569,07569,Бърчево,Barchevo,с.,SML,tk_loan_management_bg.state_bg_SML,SML27,Рудозем,BG424,4965,41.470449,24.821411
bg_settlement_05365,05365,Борие,Borie,с.,SML,tk_loan_management_bg.state_bg_SML,SML27,Рудозем,BG424,4961,41.499083,24.873456
bg_settlement_04861,04861,Боево,Boevo,с.,SML,tk_loan_management_bg.state_bg_SML,SML27,Рудозем,BG424,4964,41.518686,24.841727
bg_settlement_12927,12927,Върлино,Varlino,с.,SML,tk_loan_management_bg.state_bg_SML,SML18,Неделино,BG424,4983,41.469706,25.158973
bg_settlement_12896,12896,Върли дол,Varli dol,с.,SML,tk_loan_management_bg.state_bg_SML,SML18,Неделино,BG424,4989,41.464395,25.021843
bg_settlement_53388,53388,Оградна,Ogradna,с.,SML,tk_loan_management_bg.state_bg_SML,SML18,Неделино,BG424,4990,41.505543,25.033011
bg_settlement_61193,61193,Равнината,Ravninata,с.,SML,tk_loan_management_bg.state_bg_SML,SML27,Рудозем,BG424,4781,41.480092,24.785106
bg_settlement_69571,69571,Страдалово,Stradalovo,с.,KNL,tk_loan_management_bg.state_bg_KNL,KNL31,Невестино,BG415,2584,42.126701,22.757138
bg_settlement_16794,16794,Горно Камарци,Gorno Kamartsi,с.,SFO,tk_loan_management_bg.state_bg_SFO,SFO10,Горна Малина,BG412,2138,42.756436,23.822093
bg_settlement_02258,02258,Байлово,Baylovo,с.,SFO,tk_loan_management_bg.state_bg_SFO,SFO10,Горна Малина,BG412,2133,42.656086,23.82054
bg_settlement_20729,20729,Джамузовци,Dzhamuzovtsi,с.,SFO,tk_loan_management_bg.state_bg_SFO,SFO20,Ихтиман,BG412,2060,42.535794,23.804304
bg_settlement_70127,70127,Стъргел,Stargel,с.,SFO,tk_loan_management_bg.state_bg_SFO,SFO10,Горна Малина,BG412,2135,42.749852,23.866582
bg_settlement_10690,10690,Веринско,Verinsko,с.,SFO,tk_loan_management_bg.state_bg_SFO,SFO20,Ихтиман,BG412,2063,42.479346,23.754447
bg_settlement_10656,10656,Венковец,Venkovets,с.,SFO,tk_loan_management_bg.state_bg_SFO,SFO20,Ихтиман,BG412,2066,42.453793,23.696822
bg_settlement_56798,56798,Пловдивци,Plovdivtsi,с.,SML,tk_loan_management_bg.state_bg_SML,SML27,Рудозем,BG424,4979,41.410578,24.80074
bg_settlement_10029,10029,Вакарел,Vakarel,с.,SFO,tk_loan_management_bg.state_bg_SFO,SFO20,Ихтиман,BG412,2060,42.55899,23.709862
bg_settlement_07960,07960,Белица,Belitsa,с.,SFO,tk_loan_management_bg.state_bg_SFO,SFO20,Ихтиман,BG412,2062,42.509431,23.890141
bg_settlement_06851,06851,Бузяковци,Buzyakovtsi,с.,SFO,tk_loan_management_bg.state_bg_SFO,SFO20,Ихтиман,BG412,2060,42.535836,23.790454
bg_settlement_05390,05390,Борика,Borika,с.,SFO,tk_loan_management_bg.state_bg_SFO,SFO20,Ихтиман,BG412,2064,42.487811,23.662226
bg_settlement_04892,04892,Боерица,Boeritsa,с.,SFO,tk_loan_management_bg.state_bg_SFO,SFO20,Ихтиман,BG412,2066,42.455632,23.719386
bg_settlement_04649,04649,Богдановци,Bogdanovtsi,с.,SFO,tk_loan_management_bg.state_bg_SFO,SFO20,Ихтиман,BG412,2060,42.536915,23.766156
bg_settlement_02689,02689,Банчовци,Banchovtsi,с.,SFO,tk_loan_management_bg.state_bg_SFO,SFO20,Ихтиман,BG412,2060,42.522363,23.697791
bg_settlement_53309,53309,Оглед,Ogled,с.,SML,tk_loan_management_bg.state_bg_SML,SML27,Рудозем,BG424,4972,41.444242,24.830354
bg_settlement_02539,02539,Бальовци,Balyovtsi,с.,SFO,tk_loan_management_bg.state_bg_SFO,SFO20,Ихтиман,BG412,2060,42.570562,23.683253
bg_settlement_57683,57683,Поповци,Popovtsi,с.,SFO,tk_loan_management_bg.state_bg_SFO,SFO20,Ихтиман,BG412,2060,42.530255,23.690786
bg_settlement_57443,57443,Полянци,Polyantsi,с.,SFO,tk_loan_management_bg.state_bg_SFO,SFO20,Ихтиман,BG412,2068,42.42235,23.735644
bg_settlement_22472,22472,Долни Пасарел,Dolni Pasarel,с.,SOF,tk_loan_management_bg.state_bg_SOF,SOF46,Столична,BG411,1165,42.541258,23.498461
bg_settlement_07884,07884,Бабинци,Babintsi,с.,LOV,tk_loan_management_bg.state_bg_LOV,LOV33,Тетевен,BG315,5726,42.948733,24.268115
bg_settlement_11394,11394,Владая,Vladaya,с.,SOF,tk_loan_management_bg.state_bg_SOF,SOF46,Столична,BG411,1641,42.628359,23.195551
bg_settlement_04234,04234,Бистрица,Bistritsa,с.,SOF,tk_loan_management_bg.state_bg_SOF,SOF46,Столична,BG411,1444,42.58592,23.359522
bg_settlement_49597,49597,Мърчаево,Marchaevo,с.,SOF,tk_loan_management_bg.state_bg_SOF,SOF46,Столична,BG411,1696,42.601081,23.168421
bg_settlement_38604,38604,Коритата,Koritata,с.,SML,tk_loan_management_bg.state_bg_SML,SML27,Рудозем,BG424,4976,41.409646,24.784525
bg_settlement_37959,37959,Кокорци,Kokortsi,с.,SML,tk_loan_management_bg.state_bg_SML,SML27,Рудозем,BG424,4971,41.522386,24.823641
bg_settlement_44063,44063,Лозен,Lozen,с.,SOF,tk_loan_management_bg.state_bg_SOF,SOF46,Столична,BG411,1151,42.60165,23.484
bg_settlement_37280,37280,Клисура,Klisura,с.,SOF,tk_loan_management_bg.state_bg_SOF,SOF46,Столична,BG411,1320,42.719345,23.08363
bg_settlement_55600,55600,Пауново,Paunovo,с.,SFO,tk_loan_management_bg.state_bg_SFO,SFO20,Ихтиман,BG412,2069,42.516706,23.711305
bg_settlement_55405,55405,Пановци,Panovtsi,с.,SFO,tk_loan_management_bg.state_bg_SFO,SFO20,Ихтиман,BG412,2060,42.538921,23.777483
bg_settlement_48369,48369,Мирово,Mirovo,с.,SFO,tk_loan_management_bg.state_bg_SFO,SFO20,Ихтиман,BG412,2059,42.383082,23.875305
bg_settlement_48009,48009,Мечковци,Mechkovtsi,с.,SFO,tk_loan_management_bg.state_bg_SFO,SFO20,Ихтиман,BG412,2060,42.558775,23.760393
bg_settlement_41191,41191,Костадинкино,Kostadinkino,с.,SFO,tk_loan_management_bg.state_bg_SFO,SFO20,Ихтиман,BG412,2060,42.535686,23.663432
bg_settlement_40628,40628,Кундево,Kundevo,с.,SML,tk_loan_management_bg.state_bg_SML,SML18,Неделино,BG424,4990,41.510462,25.097784
bg_settlement_66144,66144,Селянин,Selyanin,с.,SFO,tk_loan_management_bg.state_bg_SFO,SFO20,Ихтиман,BG412,2060,42.570523,23.724462
bg_settlement_63522,63522,Ръжана,Razhana,с.,SFO,tk_loan_management_bg.state_bg_SFO,SFO20,Ихтиман,BG412,2060,42.529719,23.758029
bg_settlement_32559,32559,Изгрев,Izgrev,с.,SML,tk_loan_management_bg.state_bg_SML,SML18,Неделино,BG424,4990,41.492012,25.105588
bg_settlement_73883,73883,Тънка бара,Tanka bara,с.,SML,tk_loan_management_bg.state_bg_SML,SML18,Неделино,BG424,4983,41.473558,25.145854
bg_settlement_72672,72672,Тонско дабе,Tonsko dabe,с.,BLG,tk_loan_management_bg.state_bg_BLG,BLG33,Петрич,BG413,2875,41.503731,23.130602
bg_settlement_83212,83212,Шипково,Shipkovo,с.,LOV,tk_loan_management_bg.state_bg_LOV,LOV34,Троян,BG315,5663,42.878289,24.554765
bg_settlement_05476,05476,Бориново,Borinovo,с.,SML,tk_loan_management_bg.state_bg_SML,SML16,Мадан,BG424,4905,41.475557,24.948576
bg_settlement_05387,05387,Борика,Borika,с.,SML,tk_loan_management_bg.state_bg_SML,SML16,Мадан,BG424,4926,41.565819,24.922296
bg_settlement_18374,18374,Гърнати,Garnati,с.,SML,tk_loan_management_bg.state_bg_SML,SML18,Неделино,BG424,4991,41.489467,25.142556
bg_settlement_07003,07003,Буково,Bukovo,с.,BLG,tk_loan_management_bg.state_bg_BLG,BLG11,Гоце Делчев,BG413,2915,41.711826,23.714635
bg_settlement_05147,05147,Бойковец,Boykovets,с.,SFO,tk_loan_management_bg.state_bg_SFO,SFO18,Етрополе,BG412,2181,42.827346,23.927142
bg_settlement_14647,14647,Генерал Гешево,General Geshevo,с.,KRZ,tk_loan_management_bg.state_bg_KRZ,KRZ08,Джебел,BG425,6856,41.43229,25.193872
bg_settlement_58387,58387,Припек,Pripek,с.,KRZ,tk_loan_management_bg.state_bg_KRZ,KRZ08,Джебел,BG425,6858,41.462323,25.183947
bg_settlement_48252,48252,Милославци,Miloslavtsi,с.,PER,tk_loan_management_bg.state_bg_PER,PER51,Трън,BG414,2478,42.834123,22.534588
bg_settlement_48249,48249,Милкьовци,Milkyovtsi,с.,PER,tk_loan_management_bg.state_bg_PER,PER51,Трън,BG414,2475,42.754593,22.698537
bg_settlement_44781,44781,Лялинци,Lyalintsi,с.,PER,tk_loan_management_bg.state_bg_PER,PER51,Трън,BG414,2474,42.771912,22.759211
bg_settlement_44269,44269,Ломница,Lomnitsa,с.,PER,tk_loan_management_bg.state_bg_PER,PER51,Трън,BG414,2465,42.867763,22.634898
bg_settlement_43551,43551,Лешниковци,Leshnikovtsi,с.,PER,tk_loan_management_bg.state_bg_PER,PER51,Трън,BG414,2481,42.779901,22.536643
bg_settlement_43195,43195,Лева река,Leva reka,с.,PER,tk_loan_management_bg.state_bg_PER,PER51,Трън,BG414,2494,42.66797,22.576723
bg_settlement_39027,39027,Костуринци,Kosturintsi,с.,PER,tk_loan_management_bg.state_bg_PER,PER51,Трън,BG414,2489,42.764957,22.576454
bg_settlement_37602,37602,Кожинци,Kozhintsi,с.,PER,tk_loan_management_bg.state_bg_PER,PER51,Трън,BG414,2487,42.744772,22.623027
bg_settlement_30716,30716,Зелениград,Zelenigrad,с.,PER,tk_loan_management_bg.state_bg_PER,PER51,Трън,BG414,2478,42.836964,22.560627
bg_settlement_30017,30017,Забел,Zabel,с.,PER,tk_loan_management_bg.state_bg_PER,PER51,Трън,BG414,2469,42.833462,22.584296
bg_settlement_27351,27351,Еловица,Elovitsa,с.,PER,tk_loan_management_bg.state_bg_PER,PER51,Трън,BG414,2489,42.744481,22.561166
bg_settlement_27084,27084,Ездимирци,Ezdimirtsi,с.,PER,tk_loan_management_bg.state_bg_PER,PER51,Трън,BG414,2464,42.811461,22.690345
bg_settlement_32929,32929,Иваново,Ivanovo,с.,SML,tk_loan_management_bg.state_bg_SML,SML27,Рудозем,BG424,4918,41.469055,24.777774
bg_settlement_24517,24517,Дълга лука,Dalga luka,с.,PER,tk_loan_management_bg.state_bg_PER,PER51,Трън,BG414,2492,42.642255,22.552493
bg_settlement_43178,43178,Лебед,Lebed,с.,KRZ,tk_loan_management_bg.state_bg_KRZ,KRZ08,Джебел,BG425,6859,41.467463,25.202123
bg_settlement_87566,87566,Ярловци,Yarlovtsi,с.,PER,tk_loan_management_bg.state_bg_PER,PER51,Трън,BG414,2481,42.80592,22.553456
bg_settlement_78327,78327,Цегриловци,Tsegrilovtsi,с.,PER,tk_loan_management_bg.state_bg_PER,PER51,Трън,BG414,2479,42.783216,22.509962
bg_settlement_76114,76114,Филиповци,Filipovtsi,с.,PER,tk_loan_management_bg.state_bg_PER,PER51,Трън,BG414,2472,42.819789,22.726144
bg_settlement_73479,73479,Туроковци,Turokovtsi,с.,PER,tk_loan_management_bg.state_bg_PER,PER51,Трън,BG414,2468,42.823465,22.604634
bg_settlement_73273,73273,Трън,Tran,гр.,PER,tk_loan_management_bg.state_bg_PER,PER51,Трън,BG414,2460,42.836484,22.650987
bg_settlement_70086,70086,Студен извор,Studen izvor,с.,PER,tk_loan_management_bg.state_bg_PER,PER51,Трън,BG414,2488,42.792127,22.596912
bg_settlement_69777,69777,Стрезимировци,Strezimirovtsi,с.,PER,tk_loan_management_bg.state_bg_PER,PER51,Трън,BG414,2482,42.799231,22.451676
bg_settlement_68641,68641,Стайчовци,Staychovtsi,с.,PER,tk_loan_management_bg.state_bg_PER,PER51,Трън,BG414,2489,42.761087,22.539839
bg_settlement_67458,67458,Слишовци,Slishovtsi,с.,PER,tk_loan_management_bg.state_bg_PER,PER51,Трън,BG414,2484,42.808031,22.469474
bg_settlement_62565,62565,Реяновци,Reyanovtsi,с.,PER,tk_loan_management_bg.state_bg_PER,PER51,Трън,BG414,2483,42.783317,22.486929
bg_settlement_62205,62205,Рани луг,Rani lug,с.,PER,tk_loan_management_bg.state_bg_PER,PER51,Трън,BG414,2484,42.823307,22.491937
bg_settlement_16208,16208,Горна Диканя,Gorna Dikanya,с.,PER,tk_loan_management_bg.state_bg_PER,PER36,Радомир,BG414,2419,42.423505,23.185268
bg_settlement_02230,02230,Байкалско,Baykalsko,с.,PER,tk_loan_management_bg.state_bg_PER,PER36,Радомир,BG414,2427,42.401361,22.830538
bg_settlement_55467,55467,Парил,Paril,с.,BLG,tk_loan_management_bg.state_bg_BLG,BLG52,Хаджидимово,BG413,2926,41.434209,23.681215
bg_settlement_52101,52101,Ново Лески,Novo Leski,с.,BLG,tk_loan_management_bg.state_bg_BLG,BLG52,Хаджидимово,BG413,2923,41.53414,23.781912
bg_settlement_51860,51860,Нова Ловча,Nova Lovcha,с.,BLG,tk_loan_management_bg.state_bg_BLG,BLG52,Хаджидимово,BG413,2925,41.420433,23.720719
bg_settlement_38371,38371,Контил,Kontil,с.,KRZ,tk_loan_management_bg.state_bg_KRZ,KRZ08,Джебел,BG425,6841,41.503691,25.18448
bg_settlement_81935,81935,Черешка,Chereshka,с.,KRZ,tk_loan_management_bg.state_bg_KRZ,KRZ08,Джебел,BG425,6841,41.488302,25.189271
bg_settlement_72374,72374,Тешово,Teshovo,с.,BLG,tk_loan_management_bg.state_bg_BLG,BLG52,Хаджидимово,BG413,2927,41.466426,23.692892
bg_settlement_78642,78642,Църквица,Tsarkvitsa,с.,KRZ,tk_loan_management_bg.state_bg_KRZ,KRZ08,Джебел,BG425,6844,41.542957,25.208023
bg_settlement_75201,75201,Устрен,Ustren,с.,KRZ,tk_loan_management_bg.state_bg_KRZ,KRZ08,Джебел,BG425,6853,41.459477,25.226617
bg_settlement_63714,63714,Рожденско,Rozhdensko,с.,KRZ,tk_loan_management_bg.state_bg_KRZ,KRZ08,Джебел,BG425,6841,41.510317,25.176609
bg_settlement_62582,62582,Рибарица,Ribaritsa,с.,SFO,tk_loan_management_bg.state_bg_SFO,SFO18,Етрополе,BG412,2192,42.835072,24.031816
bg_settlement_21467,21467,Добри лаки,Dobri laki,с.,BLG,tk_loan_management_bg.state_bg_BLG,BLG49,Струмяни,BG413,2838,41.580594,22.996613
bg_settlement_16362,16362,Горна Рибница,Gorna Ribnitsa,с.,BLG,tk_loan_management_bg.state_bg_BLG,BLG49,Струмяни,BG413,2836,41.643677,23.036895
bg_settlement_16033,16033,Гореме,Goreme,с.,BLG,tk_loan_management_bg.state_bg_BLG,BLG49,Струмяни,BG413,2834,41.640562,23.093029
bg_settlement_12142,12142,Вракуповица,Vrakupovitsa,с.,BLG,tk_loan_management_bg.state_bg_BLG,BLG49,Струмяни,BG413,2834,41.662116,23.090158
bg_settlement_47473,47473,Махалата,Mahalata,с.,BLG,tk_loan_management_bg.state_bg_BLG,BLG49,Струмяни,BG413,2849,41.578912,23.095094
bg_settlement_32665,32665,Илинденци,Ilindentsi,с.,BLG,tk_loan_management_bg.state_bg_BLG,BLG49,Струмяни,BG413,2833,41.651433,23.235095
bg_settlement_32322,32322,Игралище,Igralishte,с.,BLG,tk_loan_management_bg.state_bg_BLG,BLG49,Струмяни,BG413,2848,41.566487,23.124695
bg_settlement_78046,78046,Цапарево,Tsaparevo,с.,BLG,tk_loan_management_bg.state_bg_BLG,BLG49,Струмяни,BG413,2834,41.626859,23.099508
bg_settlement_65930,65930,Седелец,Sedelets,с.,BLG,tk_loan_management_bg.state_bg_BLG,BLG49,Струмяни,BG413,2834,41.588343,23.095616
bg_settlement_06306,06306,Брезница,Breznitsa,с.,BLG,tk_loan_management_bg.state_bg_BLG,BLG11,Гоце Делчев,BG413,2972,41.6723,23.663459
bg_settlement_65293,65293,Самуилово,Samuilovo,с.,BLG,tk_loan_management_bg.state_bg_BLG,BLG33,Петрич,BG413,2879,41.372482,23.088393
bg_settlement_44416,44416,Лъжница,Lazhnitsa,с.,BLG,tk_loan_management_bg.state_bg_BLG,BLG11,Гоце Делчев,BG413,2971,41.619006,23.675904
